job_id,job_title,company,location,employment_type,experience_level,industry,skills_required,salary_min_usd,salary_max_usd,remote_allowed,posted_date,salary_avg_usd,salary_min_inr,salary_max_inr,salary_avg_inr,salary_min_lpa,salary_max_lpa,salary_avg_lpa,skills_list
101,Product Manager,FinTechHub,"Bangalore, India",Internship,Mid level,Healthcare,"Node.js, AWS, Docker, Tableau, Azure",72617,87747,True,31-05-2024,80182.0,6027211.0,7283001.0,6655106.0,60.27211,72.83001,66.55106,"['node.js', 'aws', 'docker', 'tableau', 'azure']"
102,Data Scientist,Adobe,"Toronto, Canada",Contract,Senior level,Education,"Azure, SQL, Data Visualization, Excel",58639,111852,True,09-12-2023,85245.5,4867037.0,9283716.0,7075376.5,48.67037,92.83716,70.753765,"['azure', 'sql', 'data visualization', 'excel']"
103,Software Engineer,Salesforce,"San Francisco, USA",Contract,Director,Healthcare,"Excel, Power BI, React, Node.js",90662,152036,True,25-12-2023,121349.0,7524946.0,12618988.0,10071967.0,75.24946,126.18988,100.71967,"['excel', 'power bi', 'react', 'node.js']"
104,Data Analyst,Tesla,"London, UK",Part-time,Mid level,Healthcare,"JavaScript, Node.js, Java, Tableau, SQL, AWS",116648,174073,True,09-03-2024,145360.5,9681784.0,14448059.0,12064921.5,96.81784,144.48059,120.649215,"['javascript', 'node.js', 'java', 'tableau', 'sql', 'aws']"
105,Machine Learning Engineer,Salesforce,"Austin, USA",Internship,Mid level,Finance,"React, Power BI, Tableau, Data Visualization",119013,133960,True,03-06-2024,126486.5,9878079.0,11118680.0,10498379.5,98.78079,111.1868,104.983795,"['react', 'power bi', 'tableau', 'data visualization']"
106,Machine Learning Engineer,StartupX,"Seattle, USA",Internship,Senior level,E-commerce,"Machine Learning, JavaScript, AWS, Kubernetes",55726,119578,True,24-03-2024,87652.0,4625258.0,9924974.0,7275116.0,46.25258,99.24974,72.75116,"['machine learning', 'javascript', 'aws', 'kubernetes']"
107,Business Analyst,IBM,Remote,Internship,Mid level,Finance,"React, AWS, Python, Excel",107749,178262,False,12-01-2024,143005.5,8943167.0,14795746.0,11869456.5,89.43167,147.95746,118.694565,"['react', 'aws', 'python', 'excel']"
108,Data Scientist,Netflix,"San Francisco, USA",Part-time,Senior level,E-commerce,"React, Docker, SQL, JavaScript",63446,141067,False,16-01-2024,102256.5,5266018.0,11708561.0,8487289.5,52.66018,117.08561,84.872895,"['react', 'docker', 'sql', 'javascript']"
109,Data Analyst,IBM,Remote,Contract,Mid level,E-commerce,"Azure, JavaScript, Python",53495,117876,False,24-12-2023,85685.5,4440085.0,9783708.0,7111896.5,44.40085,97.83708,71.118965,"['azure', 'javascript', 'python']"
110,Software Engineer,Google,"London, UK",Internship,Mid level,E-commerce,"Data Visualization, Python, SQL, React, AWS, JavaScript",93947,123089,True,12-04-2023,108518.0,7797601.0,10216387.0,9006994.0,77.97601,102.16387,90.06994,"['data visualization', 'python', 'sql', 'react', 'aws', 'javascript']"
111,Data Scientist,Netflix,"Seattle, USA",Contract,Entry level,Technology,"Docker, Excel, Tableau, Data Visualization",119176,184652,False,15-07-2024,151914.0,9891608.0,15326116.0,12608862.0,98.91608,153.26116,126.08862,"['docker', 'excel', 'tableau', 'data visualization']"
112,AI Researcher,Adobe,"New York, USA",Part-time,Mid level,Healthcare,"Python, Data Visualization, Azure, JavaScript, React, Docker",64530,140043,True,06-03-2023,102286.5,5355990.0,11623569.0,8489779.5,53.5599,116.23569,84.897795,"['python', 'data visualization', 'azure', 'javascript', 'react', 'docker']"
113,Data Scientist,Adobe,Remote,Full-time,Director,E-commerce,"Excel, Docker, Azure",118614,175879,False,29-03-2023,147246.5,9844962.0,14597957.0,12221459.5,98.44962,145.97957,122.214595,"['excel', 'docker', 'azure']"
114,Machine Learning Engineer,Meta,"San Francisco, USA",Contract,Mid level,Technology,"Machine Learning, Azure, Excel, Java, Tableau",96805,115660,False,17-01-2023,106232.5,8034815.0,9599780.0,8817297.5,80.34815,95.9978,88.172975,"['machine learning', 'azure', 'excel', 'java', 'tableau']"
115,Data Scientist,FinTechHub,"Bangalore, India",Full-time,Senior level,Finance,"Tableau, JavaScript, Python",73891,101566,False,05-05-2024,87728.5,6132953.0,8429978.0,7281465.5,61.32953,84.29978,72.814655,"['tableau', 'javascript', 'python']"
116,Marketing Analyst,Oracle,"London, UK",Full-time,Mid level,Healthcare,"React, Tableau, Python, Excel, Azure",117552,179748,False,14-11-2023,148650.0,9756816.0,14919084.0,12337950.0,97.56816,149.19084,123.3795,"['react', 'tableau', 'python', 'excel', 'azure']"
117,DevOps Engineer,FinTechHub,"Bangalore, India",Internship,Senior level,Finance,"Power BI, Kubernetes, Azure, Machine Learning, AWS, SQL",98237,165509,False,08-05-2023,131873.0,8153671.0,13737247.0,10945459.0,81.53671,137.37247,109.45459,"['power bi', 'kubernetes', 'azure', 'machine learning', 'aws', 'sql']"
118,Marketing Analyst,Netflix,"Berlin, Germany",Full-time,Entry level,Healthcare,"AWS, Kubernetes, Data Visualization, Power BI, Docker",106440,140092,True,22-03-2023,123266.0,8834520.0,11627636.0,10231078.0,88.3452,116.27636,102.31078,"['aws', 'kubernetes', 'data visualization', 'power bi', 'docker']"
119,Data Analyst,FinTechHub,"Berlin, Germany",Internship,Senior level,Technology,"Excel, Node.js, Docker",96077,164683,False,30-03-2024,130380.0,7974391.0,13668689.0,10821540.0,79.74391,136.68689,108.2154,"['excel', 'node.js', 'docker']"
120,Software Engineer,Salesforce,"Bangalore, India",Full-time,Mid level,Technology,"Tableau, Excel, Azure, Node.js",70969,85050,False,09-06-2024,78009.5,5890427.0,7059150.0,6474788.5,58.90427,70.5915,64.747885,"['tableau', 'excel', 'azure', 'node.js']"
121,Full Stack Developer,Tesla,"Berlin, Germany",Internship,Entry level,Education,"Machine Learning, Azure, Docker, React",54244,84355,False,03-08-2024,69299.5,4502252.0,7001465.0,5751858.5,45.02252,70.01465,57.518585,"['machine learning', 'azure', 'docker', 'react']"
122,Software Engineer,Oracle,Remote,Internship,Entry level,Healthcare,"Power BI, Kubernetes, JavaScript, Data Visualization, AWS",64869,78265,False,13-09-2023,71567.0,5384127.0,6495995.0,5940061.0,53.84127,64.95995,59.40061,"['power bi', 'kubernetes', 'javascript', 'data visualization', 'aws']"
123,Data Scientist,Oracle,"Austin, USA",Internship,Entry level,Healthcare,"Power BI, SQL, Machine Learning, Tableau, AWS",66074,93864,False,24-07-2023,79969.0,5484142.0,7790712.0,6637427.0,54.84142,77.90712,66.37427,"['power bi', 'sql', 'machine learning', 'tableau', 'aws']"
124,Marketing Analyst,Meta,"San Francisco, USA",Part-time,Mid level,Finance,"Python, Azure, Machine Learning, Data Visualization, React, Kubernetes",72818,130199,True,11-06-2023,101508.5,6043894.0,10806517.0,8425205.5,60.43894,108.06517,84.252055,"['python', 'azure', 'machine learning', 'data visualization', 'react', 'kubernetes']"
125,DevOps Engineer,FinTechHub,"Bangalore, India",Internship,Director,Education,"Java, Azure, Excel",58617,109156,True,30-03-2023,83886.5,4865211.0,9059948.0,6962579.5,48.65211,90.59948,69.625795,"['java', 'azure', 'excel']"
126,Machine Learning Engineer,Amazon,Remote,Part-time,Mid level,E-commerce,"React, SQL, Machine Learning",111057,188868,True,05-04-2024,149962.5,9217731.0,15676044.0,12446887.5,92.17731,156.76044,124.468875,"['react', 'sql', 'machine learning']"
127,Machine Learning Engineer,FinTechHub,"Seattle, USA",Contract,Senior level,Technology,"JavaScript, Excel, Machine Learning, AWS, Java",71581,102810,False,08-11-2023,87195.5,5941223.0,8533230.0,7237226.5,59.41223,85.3323,72.372265,"['javascript', 'excel', 'machine learning', 'aws', 'java']"
128,Software Engineer,Salesforce,"Austin, USA",Part-time,Senior level,Education,"React, Node.js, Python",62245,138118,True,30-06-2024,100181.5,5166335.0,11463794.0,8315064.5,51.66335,114.63794,83.150645,"['react', 'node.js', 'python']"
129,AI Researcher,IBM,"New York, USA",Internship,Senior level,Healthcare,"JavaScript, Tableau, React, Excel, Docker, AWS",84688,122319,False,16-02-2023,103503.5,7029104.0,10152477.0,8590790.5,70.29104,101.52477,85.907905,"['javascript', 'tableau', 'react', 'excel', 'docker', 'aws']"
130,Full Stack Developer,IBM,"Bangalore, India",Internship,Mid level,Healthcare,"Azure, React, Power BI, Node.js",57852,88571,False,16-03-2023,73211.5,4801716.0,7351393.0,6076554.5,48.01716,73.51393,60.765545,"['azure', 'react', 'power bi', 'node.js']"
131,Marketing Analyst,Adobe,"San Francisco, USA",Contract,Mid level,E-commerce,"AWS, Kubernetes, JavaScript",67139,125706,True,13-02-2024,96422.5,5572537.0,10433598.0,8003067.5,55.72537,104.33598,80.030675,"['aws', 'kubernetes', 'javascript']"
132,DevOps Engineer,Salesforce,"Toronto, Canada",Part-time,Mid level,Healthcare,"JavaScript, Tableau, Java, Kubernetes, Machine Learning",56632,104670,False,10-04-2023,80651.0,4700456.0,8687610.0,6694033.0,47.00456,86.8761,66.94033,"['javascript', 'tableau', 'java', 'kubernetes', 'machine learning']"
133,Data Analyst,Microsoft,"Toronto, Canada",Internship,Mid level,Finance,"Python, Node.js, AWS, Kubernetes, Data Visualization",90441,165632,False,25-05-2024,128036.5,7506603.0,13747456.0,10627029.5,75.06603,137.47456,106.270295,"['python', 'node.js', 'aws', 'kubernetes', 'data visualization']"
134,DevOps Engineer,Amazon,"London, UK",Contract,Director,Healthcare,"Docker, Python, Data Visualization",51071,75160,True,20-10-2023,63115.5,4238893.0,6238280.0,5238586.5,42.38893,62.3828,52.385865,"['docker', 'python', 'data visualization']"
135,DevOps Engineer,Adobe,"Bangalore, India",Contract,Entry level,Finance,"Docker, Azure, Tableau",87827,107464,False,07-01-2024,97645.5,7289641.0,8919512.0,8104576.5,72.89641,89.19512,81.045765,"['docker', 'azure', 'tableau']"
136,Product Manager,Salesforce,Remote,Internship,Entry level,Technology,"Java, Power BI, Azure",97920,126829,False,25-07-2024,112374.5,8127360.0,10526807.0,9327083.5,81.2736,105.26807,93.270835,"['java', 'power bi', 'azure']"
137,AI Researcher,Adobe,"Austin, USA",Contract,Senior level,Finance,"Data Visualization, Power BI, AWS, Node.js, Azure, Machine Learning",109898,139419,False,15-06-2024,124658.5,9121534.0,11571777.0,10346655.5,91.21534,115.71777,103.466555,"['data visualization', 'power bi', 'aws', 'node.js', 'azure', 'machine learning']"
138,Data Analyst,Tesla,"Berlin, Germany",Full-time,Director,Education,"Tableau, Power BI, React, Excel, Python",89294,161539,False,30-07-2024,125416.5,7411402.0,13407737.0,10409569.5,74.11402,134.07737,104.095695,"['tableau', 'power bi', 'react', 'excel', 'python']"
139,AI Researcher,Oracle,"Austin, USA",Internship,Mid level,Finance,"Data Visualization, Power BI, SQL",79824,96555,True,29-09-2023,88189.5,6625392.0,8014065.0,7319728.5,66.25392,80.14065,73.197285,"['data visualization', 'power bi', 'sql']"
140,DevOps Engineer,Amazon,"Toronto, Canada",Part-time,Director,Education,"React, Node.js, Power BI, Tableau, Python, Java",107807,158923,True,20-01-2023,133365.0,8947981.0,13190609.0,11069295.0,89.47981,131.90609,110.69295,"['react', 'node.js', 'power bi', 'tableau', 'python', 'java']"
141,Marketing Analyst,IBM,"Berlin, Germany",Part-time,Director,Education,"Machine Learning, Azure, Excel, Power BI, Tableau",92604,165305,False,28-07-2024,128954.5,7686132.0,13720315.0,10703223.5,76.86132,137.20315,107.032235,"['machine learning', 'azure', 'excel', 'power bi', 'tableau']"
142,Business Analyst,Adobe,"London, UK",Part-time,Senior level,Healthcare,"Power BI, Node.js, Kubernetes, Azure",75200,117511,False,10-05-2024,96355.5,6241600.0,9753413.0,7997506.5,62.416,97.53413,79.975065,"['power bi', 'node.js', 'kubernetes', 'azure']"
143,Data Scientist,Salesforce,Remote,Internship,Director,Healthcare,"AWS, Python, Node.js, Power BI",85842,133563,True,24-12-2023,109702.5,7124886.0,11085729.0,9105307.5,71.24886,110.85729,91.053075,"['aws', 'python', 'node.js', 'power bi']"
144,Full Stack Developer,Meta,"Seattle, USA",Contract,Senior level,Finance,"Data Visualization, Power BI, Node.js",107983,151595,True,21-12-2023,129789.0,8962589.0,12582385.0,10772487.0,89.62589,125.82385,107.72487,"['data visualization', 'power bi', 'node.js']"
145,Product Manager,StartupX,"Seattle, USA",Full-time,Entry level,E-commerce,"Power BI, Kubernetes, SQL, Excel, Java",56653,136257,True,06-09-2023,96455.0,4702199.0,11309331.0,8005765.0,47.02199,113.09331,80.05765,"['power bi', 'kubernetes', 'sql', 'excel', 'java']"
146,Full Stack Developer,Oracle,"Seattle, USA",Contract,Senior level,Healthcare,"Node.js, Tableau, SQL",70701,134035,True,17-07-2024,102368.0,5868183.0,11124905.0,8496544.0,58.68183,111.24905,84.96544,"['node.js', 'tableau', 'sql']"
147,DevOps Engineer,Amazon,"New York, USA",Internship,Director,Finance,"Node.js, Python, React, AWS, Data Visualization",54888,87834,True,01-07-2024,71361.0,4555704.0,7290222.0,5922963.0,45.55704,72.90222,59.22963,"['node.js', 'python', 'react', 'aws', 'data visualization']"
148,Marketing Analyst,Adobe,"Bangalore, India",Part-time,Director,Healthcare,"Tableau, SQL, Azure, Java",87298,156850,False,10-12-2023,122074.0,7245734.0,13018550.0,10132142.0,72.45734,130.1855,101.32142,"['tableau', 'sql', 'azure', 'java']"
149,Machine Learning Engineer,Netflix,"Seattle, USA",Part-time,Director,E-commerce,"SQL, Docker, Excel, Node.js, Java",74405,86251,True,21-09-2023,80328.0,6175615.0,7158833.0,6667224.0,61.75615,71.58833,66.67224,"['sql', 'docker', 'excel', 'node.js', 'java']"
150,Data Analyst,Netflix,"Toronto, Canada",Part-time,Director,Healthcare,"AWS, Data Visualization, Power BI, React, Python",92415,134927,False,03-05-2024,113671.0,7670445.0,11198941.0,9434693.0,76.70445,111.98941,94.34693,"['aws', 'data visualization', 'power bi', 'react', 'python']"
151,Data Scientist,Oracle,"London, UK",Part-time,Director,Education,"Power BI, SQL, Excel, AWS, Azure",80972,99114,True,04-01-2024,90043.0,6720676.0,8226462.0,7473569.0,67.20676,82.26462,74.73569,"['power bi', 'sql', 'excel', 'aws', 'azure']"
152,Software Engineer,Oracle,"Berlin, Germany",Internship,Director,Education,"Tableau, JavaScript, Excel, Data Visualization",67507,140183,True,13-08-2023,103845.0,5603081.0,11635189.0,8619135.0,56.03081,116.35189,86.19135,"['tableau', 'javascript', 'excel', 'data visualization']"
153,Machine Learning Engineer,Microsoft,"San Francisco, USA",Full-time,Mid level,Education,"Java, Azure, Machine Learning, Kubernetes",108556,187784,True,22-06-2024,148170.0,9010148.0,15586072.0,12298110.0,90.10148,155.86072,122.9811,"['java', 'azure', 'machine learning', 'kubernetes']"
154,Marketing Analyst,Oracle,"New York, USA",Internship,Mid level,Education,"Kubernetes, Data Visualization, Python, Machine Learning, Node.js, AWS",114071,135990,True,30-07-2023,125030.5,9467893.0,11287170.0,10377531.5,94.67893,112.8717,103.775315,"['kubernetes', 'data visualization', 'python', 'machine learning', 'node.js', 'aws']"
155,Product Manager,Salesforce,"San Francisco, USA",Full-time,Director,Healthcare,"Machine Learning, Python, SQL",83352,93747,False,10-02-2024,88549.5,6918216.0,7781001.0,7349608.5,69.18216,77.81001,73.496085,"['machine learning', 'python', 'sql']"
156,Software Engineer,Amazon,"Toronto, Canada",Contract,Director,E-commerce,"Docker, SQL, Excel, Tableau, Machine Learning, Java",87629,151220,False,02-02-2023,119424.5,7273207.0,12551260.0,9912233.5,72.73207,125.5126,99.122335,"['docker', 'sql', 'excel', 'tableau', 'machine learning', 'java']"
157,Marketing Analyst,Amazon,"Seattle, USA",Full-time,Entry level,Healthcare,"Excel, Power BI, Machine Learning, Docker, Tableau, React",73392,134910,True,02-05-2023,104151.0,6091536.0,11197530.0,8644533.0,60.91536,111.9753,86.44533,"['excel', 'power bi', 'machine learning', 'docker', 'tableau', 'react']"
158,Software Engineer,Netflix,"Seattle, USA",Full-time,Entry level,E-commerce,"JavaScript, Node.js, SQL",110375,165746,True,11-09-2023,138060.5,9161125.0,13756918.0,11459021.5,91.61125,137.56918,114.590215,"['javascript', 'node.js', 'sql']"
159,Product Manager,FinTechHub,"New York, USA",Internship,Director,Finance,"Tableau, React, Node.js, Python",108515,124895,True,04-02-2023,116705.0,9006745.0,10366285.0,9686515.0,90.06745,103.66285,96.86515,"['tableau', 'react', 'node.js', 'python']"
160,AI Researcher,Tesla,"Berlin, Germany",Part-time,Senior level,Finance,"Docker, AWS, React, Python",87914,128606,True,30-05-2024,108260.0,7296862.0,10674298.0,8985580.0,72.96862,106.74298,89.8558,"['docker', 'aws', 'react', 'python']"
161,Machine Learning Engineer,StartupX,"Toronto, Canada",Contract,Director,E-commerce,"AWS, Docker, Java, Machine Learning",114962,131107,False,13-03-2024,123034.5,9541846.0,10881881.0,10211863.5,95.41846,108.81881,102.118635,"['aws', 'docker', 'java', 'machine learning']"
162,Software Engineer,Oracle,"New York, USA",Internship,Director,Education,"Docker, JavaScript, AWS, React",79536,128954,False,04-09-2023,104245.0,6601488.0,10703182.0,8652335.0,66.01488,107.03182,86.52335,"['docker', 'javascript', 'aws', 'react']"
163,Data Scientist,Adobe,"Seattle, USA",Full-time,Senior level,E-commerce,"React, SQL, JavaScript",108954,167591,True,22-03-2023,138272.5,9043182.0,13910053.0,11476617.5,90.43182,139.10053,114.766175,"['react', 'sql', 'javascript']"
164,Business Analyst,Google,"Seattle, USA",Part-time,Entry level,E-commerce,"Power BI, Data Visualization, Node.js, JavaScript",77379,131021,False,05-05-2024,104200.0,6422457.0,10874743.0,8648600.0,64.22457,108.74743,86.486,"['power bi', 'data visualization', 'node.js', 'javascript']"
165,DevOps Engineer,Oracle,Remote,Contract,Senior level,Healthcare,"Machine Learning, Kubernetes, React, SQL, Tableau",92154,139255,False,03-09-2023,115704.5,7648782.0,11558165.0,9603473.5,76.48782,115.58165,96.034735,"['machine learning', 'kubernetes', 'react', 'sql', 'tableau']"
166,DevOps Engineer,Google,"Seattle, USA",Part-time,Entry level,Healthcare,"AWS, Java, JavaScript, Azure, Tableau, Docker",98589,149604,True,28-07-2023,124096.5,8182887.0,12417132.0,10300009.5,81.82887,124.17132,103.000095,"['aws', 'java', 'javascript', 'azure', 'tableau', 'docker']"
167,Full Stack Developer,FinTechHub,"Bangalore, India",Internship,Mid level,Healthcare,"Java, Power BI, Machine Learning, Kubernetes",94245,137973,True,26-05-2024,116109.0,7822335.0,11451759.0,9637047.0,78.22335,114.51759,96.37047,"['java', 'power bi', 'machine learning', 'kubernetes']"
168,Data Analyst,Microsoft,"New York, USA",Full-time,Director,Finance,"SQL, Power BI, Java, Python",57698,136372,True,09-07-2024,97035.0,4788934.0,11318876.0,8053905.0,47.88934,113.18876,80.53905,"['sql', 'power bi', 'java', 'python']"
169,Data Analyst,Salesforce,"Bangalore, India",Internship,Entry level,Technology,"Python, Node.js, Machine Learning, Power BI, AWS, Tableau",109770,168686,False,01-06-2024,139228.0,9110910.0,14000938.0,11555924.0,91.1091,140.00938,115.55924,"['python', 'node.js', 'machine learning', 'power bi', 'aws', 'tableau']"
170,Software Engineer,Microsoft,"San Francisco, USA",Part-time,Mid level,Finance,"React, Azure, AWS, Docker, SQL",115826,182262,False,18-01-2023,149044.0,9613558.0,15127746.0,12370652.0,96.13558,151.27746,123.70652,"['react', 'azure', 'aws', 'docker', 'sql']"
171,Product Manager,Netflix,"San Francisco, USA",Full-time,Entry level,E-commerce,"Docker, Machine Learning, Kubernetes, Python, Excel, Power BI",110161,152038,True,20-02-2024,131099.5,9143363.0,12619154.0,10881258.5,91.43363,126.19154,108.812585,"['docker', 'machine learning', 'kubernetes', 'python', 'excel', 'power bi']"
172,Machine Learning Engineer,Salesforce,"San Francisco, USA",Full-time,Mid level,Finance,"AWS, Python, SQL, Excel, Node.js, Machine Learning",115517,182390,True,26-03-2023,148953.5,9587911.0,15138370.0,12363140.5,95.87911,151.3837,123.631405,"['aws', 'python', 'sql', 'excel', 'node.js', 'machine learning']"
173,Product Manager,Salesforce,"Austin, USA",Internship,Entry level,Healthcare,"Data Visualization, JavaScript, Node.js, Docker",91220,103272,False,03-07-2023,97246.0,7571260.0,8571576.0,8071418.0,75.7126,85.71576,80.71418,"['data visualization', 'javascript', 'node.js', 'docker']"
174,Marketing Analyst,FinTechHub,"Berlin, Germany",Full-time,Entry level,E-commerce,"React, SQL, Azure, Data Visualization",68343,88622,False,29-01-2024,78482.5,5672469.0,7355626.0,6514047.5,56.72469,73.55626,65.140475,"['react', 'sql', 'azure', 'data visualization']"
175,Full Stack Developer,Oracle,"Seattle, USA",Contract,Director,E-commerce,"Excel, Data Visualization, Node.js, Docker",53883,99708,True,01-12-2023,76795.5,4472289.0,8275764.0,6374026.5,44.72289,82.75764,63.740265,"['excel', 'data visualization', 'node.js', 'docker']"
176,Data Scientist,Netflix,"Austin, USA",Internship,Mid level,E-commerce,"Azure, SQL, React, Python, AWS",82302,101936,False,30-10-2023,92119.0,6831066.0,8460688.0,7645877.0,68.31066,84.60688,76.45877,"['azure', 'sql', 'react', 'python', 'aws']"
177,Software Engineer,Microsoft,"Austin, USA",Internship,Director,Education,"SQL, Python, Node.js, Azure, Machine Learning, Tableau",85358,108757,False,04-01-2024,97057.5,7084714.0,9026831.0,8055772.5,70.84714,90.26831,80.557725,"['sql', 'python', 'node.js', 'azure', 'machine learning', 'tableau']"
178,DevOps Engineer,IBM,"San Francisco, USA",Part-time,Mid level,E-commerce,"Java, AWS, React, Tableau",51617,99870,False,30-01-2024,75743.5,4284211.0,8289210.0,6286710.5,42.84211,82.8921,62.867105,"['java', 'aws', 'react', 'tableau']"
179,DevOps Engineer,Netflix,"Toronto, Canada",Contract,Director,Technology,"AWS, JavaScript, Power BI, Excel, Kubernetes",58292,90208,True,30-05-2023,74250.0,4838236.0,7487264.0,6162750.0,48.38236,74.87264,61.6275,"['aws', 'javascript', 'power bi', 'excel', 'kubernetes']"
180,Business Analyst,Google,"Toronto, Canada",Contract,Director,Healthcare,"Azure, Docker, Excel, Data Visualization, Java, AWS",64021,91779,False,13-04-2024,77900.0,5313743.0,7617657.0,6465700.0,53.13743,76.17657,64.657,"['azure', 'docker', 'excel', 'data visualization', 'java', 'aws']"
181,Software Engineer,IBM,"Berlin, Germany",Contract,Director,Education,"Azure, Docker, AWS, React",112784,163964,False,25-07-2023,138374.0,9361072.0,13609012.0,11485042.0,93.61072,136.09012,114.85042,"['azure', 'docker', 'aws', 'react']"
182,Marketing Analyst,Google,"Bangalore, India",Part-time,Director,Healthcare,"React, Node.js, Tableau",76188,109771,False,27-04-2023,92979.5,6323604.0,9110993.0,7717298.5,63.23604,91.10993,77.172985,"['react', 'node.js', 'tableau']"
183,Product Manager,Netflix,"Austin, USA",Internship,Director,Technology,"Data Visualization, Kubernetes, Node.js, Docker, Machine Learning, Excel",68242,117934,False,26-05-2024,93088.0,5664086.0,9788522.0,7726304.0,56.64086,97.88522,77.26304,"['data visualization', 'kubernetes', 'node.js', 'docker', 'machine learning', 'excel']"
184,Marketing Analyst,Salesforce,"San Francisco, USA",Full-time,Mid level,Healthcare,"Excel, Data Visualization, Python, React",54818,111942,False,10-07-2024,83380.0,4549894.0,9291186.0,6920540.0,45.49894,92.91186,69.2054,"['excel', 'data visualization', 'python', 'react']"
185,Data Analyst,Microsoft,"London, UK",Part-time,Mid level,E-commerce,"Docker, Kubernetes, Tableau, Excel, Data Visualization",106420,130306,True,06-12-2023,118363.0,8832860.0,10815398.0,9824129.0,88.3286,108.15398,98.24129,"['docker', 'kubernetes', 'tableau', 'excel', 'data visualization']"
186,Data Scientist,Netflix,"Toronto, Canada",Full-time,Entry level,Finance,"AWS, Azure, Kubernetes, JavaScript, Machine Learning",53219,126496,False,20-12-2023,89857.5,4417177.0,10499168.0,7458172.5,44.17177,104.99168,74.581725,"['aws', 'azure', 'kubernetes', 'javascript', 'machine learning']"
187,Full Stack Developer,FinTechHub,"Bangalore, India",Contract,Entry level,Healthcare,"Tableau, Power BI, SQL",112411,135206,True,23-12-2023,123808.5,9330113.0,11222098.0,10276105.5,93.30113,112.22098,102.761055,"['tableau', 'power bi', 'sql']"
188,Product Manager,Adobe,"Austin, USA",Part-time,Senior level,Education,"Kubernetes, JavaScript, Tableau, Docker, Excel, Java",64334,95876,True,18-12-2023,80105.0,5339722.0,7957708.0,6648715.0,53.39722,79.57708,66.48715,"['kubernetes', 'javascript', 'tableau', 'docker', 'excel', 'java']"
189,AI Researcher,Meta,"Bangalore, India",Internship,Director,Technology,"JavaScript, AWS, Tableau, Power BI",101849,115675,True,18-03-2024,108762.0,8453467.0,9601025.0,9027246.0,84.53467,96.01025,90.27246,"['javascript', 'aws', 'tableau', 'power bi']"
190,Machine Learning Engineer,Tesla,"Seattle, USA",Internship,Entry level,Healthcare,"Machine Learning, Excel, Azure, Data Visualization, Docker, Power BI",63336,97841,False,14-08-2024,80588.5,5256888.0,8120803.0,6688845.5,52.56888,81.20803,66.888455,"['machine learning', 'excel', 'azure', 'data visualization', 'docker', 'power bi']"
191,Full Stack Developer,Salesforce,"Austin, USA",Contract,Entry level,Finance,"SQL, JavaScript, AWS, Node.js, Java",95603,151738,False,27-04-2023,123670.5,7935049.0,12594254.0,10264651.5,79.35049,125.94254,102.646515,"['sql', 'javascript', 'aws', 'node.js', 'java']"
192,DevOps Engineer,Salesforce,"Austin, USA",Internship,Director,Finance,"Excel, Machine Learning, Power BI, Node.js, Java, React",116954,177870,True,25-05-2023,147412.0,9707182.0,14763210.0,12235196.0,97.07182,147.6321,122.35196,"['excel', 'machine learning', 'power bi', 'node.js', 'java', 'react']"
193,Software Engineer,Tesla,"Bangalore, India",Full-time,Senior level,Technology,"Java, JavaScript, Docker, Machine Learning, Power BI, Kubernetes",87858,116246,False,16-05-2024,102052.0,7292214.0,9648418.0,8470316.0,72.92214,96.48418,84.70316,"['java', 'javascript', 'docker', 'machine learning', 'power bi', 'kubernetes']"
194,Full Stack Developer,Amazon,"San Francisco, USA",Full-time,Mid level,Healthcare,"AWS, JavaScript, Machine Learning",104477,172653,False,18-05-2024,138565.0,8671591.0,14330199.0,11500895.0,86.71591,143.30199,115.00895,"['aws', 'javascript', 'machine learning']"
195,Marketing Analyst,Adobe,"San Francisco, USA",Full-time,Senior level,Education,"Machine Learning, React, Tableau, Python, Kubernetes",109942,184863,True,22-06-2023,147402.5,9125186.0,15343629.0,12234407.5,91.25186,153.43629,122.344075,"['machine learning', 'react', 'tableau', 'python', 'kubernetes']"
196,Business Analyst,Google,"Bangalore, India",Contract,Senior level,Technology,"React, SQL, Tableau, JavaScript, Power BI, Data Visualization",63423,105867,False,11-03-2024,84645.0,5264109.0,8786961.0,7025535.0,52.64109,87.86961,70.25535,"['react', 'sql', 'tableau', 'javascript', 'power bi', 'data visualization']"
197,Product Manager,Meta,"New York, USA",Contract,Senior level,Education,"Azure, Power BI, AWS, Tableau",71755,100004,False,14-03-2024,85879.5,5955665.0,8300332.0,7127998.5,59.55665,83.00332,71.279985,"['azure', 'power bi', 'aws', 'tableau']"
198,DevOps Engineer,Google,"London, UK",Part-time,Mid level,Finance,"Power BI, Azure, JavaScript, Excel",62481,90252,False,10-06-2024,76366.5,5185923.0,7490916.0,6338419.5,51.85923,74.90916,63.384195,"['power bi', 'azure', 'javascript', 'excel']"
199,DevOps Engineer,IBM,"Bangalore, India",Full-time,Entry level,E-commerce,"Power BI, Azure, Kubernetes, Tableau, React",68634,113855,True,16-05-2024,91244.5,5696622.0,9449965.0,7573293.5,56.96622,94.49965,75.732935,"['power bi', 'azure', 'kubernetes', 'tableau', 'react']"
