student_id,age,gender,state,city,city_tier,college_tier,branch,degree,cgpa,backlog_history,internship_experience,projects_count,certifications_count,aptitude_score,coding_score,dsa_score,communication_score,attendance_percentage,preferred_role,placement_status,placement_probability,salary_lpa
STU01380,22,Female,Delhi,Delhi,Tier 1,Tier 2,CSE,B.E.,7.83,0,Yes,2,2,90,76,57,91,71.95,Software Developer,Placed,0.8366,6.51
STU01381,21,Female,West Bengal,Kolkata,Tier 2,Tier 2,CSE,B.E.,8.26,0,Yes,2,5,91,72,67,79,81.35,Software Developer,Placed,0.8722,4.76
STU01382,23,Female,Delhi,Delhi,Tier 2,Tier 3,CSE,B.Tech,9.09,0,No,4,4,69,65,75,55,70.47,Software Developer,Not Placed,0.7941,0.0
STU01383,24,Male,Andhra Pradesh,Tirupati,Tier 1,Tier 2,Data Science,B.Tech,7.96,0,Yes,2,3,80,91,71,61,84.18,Data Scientist,Not Placed,0.8295,0.0
STU01384,23,Female,Gujarat,Ahmedabad,Tier 2,Tier 3,Data Science,B.Tech,9.14,1,Yes,3,3,74,79,93,74,72.51,Data Scientist,Placed,0.8363,4.6
STU01385,23,Female,West Bengal,Durgapur,Tier 3,Tier 2,Civil,B.Tech,7.52,0,Yes,0,2,80,76,73,39,80.55,Civil Engineer,Not Placed,0.5597,0.0
STU01386,21,Female,Uttar Pradesh,Noida,Tier 1,Tier 1,Data Science,B.E.,7.41,0,Yes,4,1,83,63,56,78,97.64,Data Scientist,Placed,0.7944,3.86
STU01387,24,Female,Andhra Pradesh,Tirupati,Tier 2,Tier 2,ECE,B.Tech,6.09,0,Yes,2,2,41,56,71,77,78.32,Embedded Engineer,Not Placed,0.3974,0.0
STU01388,21,Female,Gujarat,Ahmedabad,Tier 1,Tier 2,CSE,B.Tech,6.61,0,Yes,3,4,55,92,56,58,92.19,Software Developer,Placed,0.7183,4.36
STU01389,24,Female,Uttar Pradesh,Lucknow,Tier 1,Tier 2,Data Science,B.Tech,7.48,0,Yes,2,1,84,72,70,61,92.0,Data Scientist,Placed,0.7051,5.82
STU01390,20,Female,Andhra Pradesh,Tirupati,Tier 3,Tier 2,Mechanical,B.Tech,8.8,1,Yes,1,1,93,61,36,46,87.89,Design Engineer,Not Placed,0.603,0.0
STU01391,21,Female,Tamil Nadu,Madurai,Tier 3,Tier 3,Data Science,B.Tech,7.8,0,No,1,1,71,60,42,73,85.95,Data Scientist,Not Placed,0.519,0.0
STU01392,21,Female,Gujarat,Surat,Tier 1,Tier 3,AI & ML,B.E.,10.0,0,No,1,0,87,90,65,87,78.14,Machine Learning Engineer,Placed,0.8662,3.37
STU01393,20,Male,Kerala,Kozhikode,Tier 3,Tier 1,CSE,B.E.,10.0,1,Yes,2,3,83,70,79,62,67.69,Software Developer,Placed,0.8629,3.14
STU01394,21,Male,West Bengal,Kolkata,Tier 2,Tier 2,AI & ML,B.Tech,8.11,0,Yes,3,2,66,90,71,71,85.18,Machine Learning Engineer,Placed,0.8404,5.65
STU01395,21,Male,West Bengal,Durgapur,Tier 3,Tier 3,Data Science,B.Tech,8.27,1,Yes,1,3,77,45,65,75,84.43,Data Scientist,Not Placed,0.5779,0.0
STU01396,24,Female,Telangana,Karimnagar,Tier 2,Tier 2,EEE,B.Tech,7.54,0,No,2,2,43,82,48,67,95.12,Electrical Engineer,Placed,0.5393,4.98
STU01397,24,Male,Delhi,New Delhi,Tier 2,Tier 3,CSE,B.Tech,7.28,0,Yes,1,2,37,78,51,73,82.85,Software Developer,Placed,0.5768,4.67
STU01398,22,Male,Karnataka,Mysuru,Tier 2,Tier 1,ECE,B.E.,7.95,3,Yes,2,1,72,45,55,62,82.3,Embedded Engineer,Not Placed,0.2862,0.0
STU01399,23,Male,West Bengal,Durgapur,Tier 3,Tier 1,EEE,B.Tech,6.93,2,No,3,3,73,50,44,57,94.44,Electrical Engineer,Not Placed,0.2785,0.0
STU01400,24,Male,Uttar Pradesh,Noida,Tier 1,Tier 3,ISE,B.E.,7.89,0,Yes,5,5,97,84,73,59,81.92,Full Stack Developer,Placed,0.906,5.48
STU01401,23,Male,Maharashtra,Nagpur,Tier 1,Tier 3,EEE,B.Tech,8.85,0,Yes,2,1,75,87,45,71,72.29,Electrical Engineer,Placed,0.8232,5.59
STU01402,21,Male,Maharashtra,Pune,Tier 2,Tier 2,Data Science,B.Tech,7.93,0,No,2,4,40,82,86,41,71.34,Data Scientist,Placed,0.5833,4.26
STU01403,20,Female,Delhi,Delhi,Tier 1,Tier 3,Data Science,B.Tech,7.68,0,No,1,4,64,71,63,52,77.87,Data Scientist,Placed,0.5459,4.27
STU01404,20,Female,Uttar Pradesh,Kanpur,Tier 3,Tier 2,CSE,B.Tech,8.6,2,No,4,1,84,82,78,83,89.4,Software Developer,Placed,0.6967,5.07
STU01405,21,Male,Tamil Nadu,Madurai,Tier 2,Tier 2,AI & ML,B.Tech,6.45,1,Yes,3,0,68,53,69,74,74.27,Machine Learning Engineer,Not Placed,0.4156,0.0
STU01406,20,Female,Gujarat,Ahmedabad,Tier 3,Tier 1,Mechanical,B.Tech,7.9,2,Yes,4,1,75,48,62,76,91.33,Design Engineer,Placed,0.5331,3.76
STU01407,24,Female,Kerala,Kochi,Tier 2,Tier 2,CSE,B.Tech,7.0,0,Yes,3,2,75,36,37,81,92.77,Software Developer,Not Placed,0.6034,0.0
STU01408,22,Female,Kerala,Kochi,Tier 1,Tier 3,ECE,B.Tech,7.87,0,Yes,2,1,74,72,27,48,82.02,Embedded Engineer,Placed,0.6317,2.5
STU01409,24,Female,Karnataka,Bengaluru,Tier 2,Tier 2,CSE,B.Tech,7.16,3,Yes,4,4,65,62,75,67,72.31,Software Developer,Placed,0.4264,3.8
STU01410,23,Male,Karnataka,Mangaluru,Tier 2,Tier 3,EEE,B.Tech,8.92,0,Yes,1,5,66,81,66,66,87.6,Electrical Engineer,Not Placed,0.8199,0.0
STU01411,24,Female,West Bengal,Kolkata,Tier 2,Tier 2,CSE,B.Tech,8.92,0,No,1,1,78,73,71,74,89.3,Software Developer,Not Placed,0.7299,0.0
STU01412,21,Male,West Bengal,Durgapur,Tier 3,Tier 3,ECE,B.Tech,8.48,1,Yes,4,1,95,61,68,52,80.7,Embedded Engineer,Not Placed,0.6955,0.0
STU01413,24,Male,Delhi,Delhi,Tier 2,Tier 1,Data Science,B.E.,7.67,1,Yes,1,1,65,70,95,52,79.1,Data Scientist,Not Placed,0.519,0.0
STU01414,22,Male,Kerala,Kozhikode,Tier 2,Tier 3,EEE,B.E.,6.82,1,Yes,2,2,86,87,74,76,100.0,Electrical Engineer,Not Placed,0.6154,0.0
STU01415,24,Female,Andhra Pradesh,Vijayawada,Tier 3,Tier 1,CSE,B.Tech,8.17,0,No,3,1,68,81,96,60,88.97,Software Developer,Placed,0.7292,4.75
STU01416,21,Male,Telangana,Warangal,Tier 1,Tier 1,AI & ML,B.E.,7.23,0,No,1,2,66,80,75,45,81.19,Machine Learning Engineer,Not Placed,0.5214,0.0
STU01417,21,Male,West Bengal,Kolkata,Tier 1,Tier 2,ISE,B.Tech,9.96,0,No,1,2,83,100,73,79,85.75,Full Stack Developer,Placed,0.8972,3.41
STU01418,22,Female,Telangana,Karimnagar,Tier 3,Tier 2,Data Science,B.Tech,8.67,0,Yes,1,0,59,91,58,49,77.97,Data Scientist,Placed,0.7358,6.06
STU01419,23,Female,Karnataka,Bengaluru,Tier 3,Tier 3,Data Science,B.Tech,9.01,0,Yes,2,2,55,67,73,43,65.84,Data Scientist,Placed,0.716,6.17
STU01420,24,Female,Karnataka,Bengaluru,Tier 3,Tier 2,CSE,B.E.,8.65,0,Yes,0,1,65,77,82,48,73.44,Software Developer,Placed,0.6776,4.09
STU01421,23,Female,Tamil Nadu,Madurai,Tier 2,Tier 2,CSE,B.Tech,7.29,0,Yes,2,1,80,79,78,47,86.97,Software Developer,Not Placed,0.6674,0.0
STU01422,24,Male,Tamil Nadu,Coimbatore,Tier 1,Tier 2,CSE,B.Tech,6.6,0,Yes,2,0,80,61,60,80,72.52,Software Developer,Placed,0.5886,5.57
STU01423,20,Female,Maharashtra,Pune,Tier 1,Tier 3,CSE,B.Tech,8.73,0,Yes,2,2,67,100,67,54,82.33,Software Developer,Placed,0.8419,4.23
STU01424,20,Male,Karnataka,Mysuru,Tier 2,Tier 2,ECE,B.Tech,7.15,2,No,4,3,56,41,51,68,82.74,Embedded Engineer,Placed,0.2641,2.5
STU01425,20,Female,Karnataka,Mangaluru,Tier 1,Tier 3,CSE,B.Tech,6.67,2,No,1,0,57,68,86,84,81.28,Software Developer,Not Placed,0.2103,0.0
STU01426,23,Female,Uttar Pradesh,Noida,Tier 1,Tier 3,Data Science,B.Tech,8.76,0,No,1,1,56,88,72,52,88.66,Data Scientist,Placed,0.6419,5.71
STU01427,20,Male,Telangana,Karimnagar,Tier 2,Tier 2,ISE,B.Tech,7.42,0,Yes,2,4,62,63,54,55,75.73,Full Stack Developer,Not Placed,0.6565,0.0
STU01428,22,Female,West Bengal,Kolkata,Tier 2,Tier 2,EEE,B.Tech,7.8,0,Yes,4,2,80,77,54,68,93.75,Electrical Engineer,Placed,0.8101,4.89
STU01429,22,Male,Uttar Pradesh,Lucknow,Tier 1,Tier 3,AI & ML,B.Tech,7.28,0,No,0,3,57,74,66,61,69.48,Machine Learning Engineer,Placed,0.4513,5.63
STU01430,23,Male,Telangana,Warangal,Tier 2,Tier 2,EEE,B.Tech,8.45,0,Yes,5,3,78,62,60,82,79.21,Electrical Engineer,Not Placed,0.8699,0.0
STU01431,20,Male,Tamil Nadu,Coimbatore,Tier 2,Tier 2,CSE,B.Tech,8.31,1,Yes,2,0,67,68,47,58,83.53,Software Developer,Placed,0.5951,5.45
STU01432,24,Female,Maharashtra,Pune,Tier 2,Tier 2,ISE,B.Tech,9.74,0,No,2,2,100,76,87,44,84.67,Full Stack Developer,Placed,0.832,4.86
STU01433,22,Male,Delhi,Delhi,Tier 1,Tier 3,AI & ML,B.Tech,6.16,1,Yes,4,1,58,39,44,77,63.07,Machine Learning Engineer,Placed,0.353,4.95
STU01434,24,Other,Tamil Nadu,Coimbatore,Tier 2,Tier 3,ECE,B.Tech,7.48,1,Yes,0,3,62,47,46,84,100.0,Embedded Engineer,Not Placed,0.3997,0.0
STU01435,23,Male,Delhi,Delhi,Tier 2,Tier 3,EEE,B.Tech,9.93,0,Yes,3,1,76,88,82,65,89.93,Electrical Engineer,Placed,0.897,6.17
STU01436,24,Other,Tamil Nadu,Madurai,Tier 3,Tier 2,CSE,B.E.,5.9,0,Yes,1,1,52,79,65,61,73.08,Software Developer,Not Placed,0.4313,0.0
STU01437,24,Male,Telangana,Karimnagar,Tier 3,Tier 3,ECE,B.E.,8.58,0,Yes,1,2,88,55,91,57,76.9,Embedded Engineer,Not Placed,0.6799,0.0
STU01438,24,Male,Andhra Pradesh,Tirupati,Tier 2,Tier 3,EEE,B.Tech,6.95,0,Yes,2,0,57,52,62,75,69.91,Electrical Engineer,Not Placed,0.4466,0.0
STU01439,20,Male,Delhi,Delhi,Tier 3,Tier 2,ECE,B.Tech,8.24,0,Yes,1,1,58,72,29,59,77.72,Embedded Engineer,Not Placed,0.634,0.0
STU01440,24,Male,Uttar Pradesh,Lucknow,Tier 1,Tier 3,ECE,B.Tech,7.73,0,No,2,1,68,70,66,70,81.98,Embedded Engineer,Not Placed,0.5461,0.0
STU01441,23,Female,Tamil Nadu,Madurai,Tier 3,Tier 3,Mechanical,B.Tech,6.9,0,Yes,1,5,60,46,70,49,87.16,Design Engineer,Not Placed,0.4259,0.0
STU01442,22,Male,Kerala,Kochi,Tier 2,Tier 2,ECE,B.E.,7.7,0,Yes,3,2,82,57,79,63,82.02,Embedded Engineer,Placed,0.6966,3.32
STU01443,20,Male,Karnataka,Mangaluru,Tier 1,Tier 2,Mechanical,B.E.,8.72,0,Yes,3,2,61,65,62,71,88.73,Design Engineer,Placed,0.7818,2.67
STU01444,24,Male,Delhi,New Delhi,Tier 2,Tier 1,CSE,B.Tech,7.13,0,Yes,3,4,71,59,80,46,84.72,Software Developer,Placed,0.678,5.17
STU01445,22,Male,Tamil Nadu,Madurai,Tier 3,Tier 1,CSE,B.Tech,7.76,0,Yes,2,3,81,98,64,94,90.42,Software Developer,Placed,0.8953,5.47
STU01446,20,Male,Andhra Pradesh,Visakhapatnam,Tier 2,Tier 3,Mechanical,B.E.,6.9,0,Yes,4,0,58,44,60,60,86.61,Design Engineer,Not Placed,0.4535,0.0
STU01447,23,Male,West Bengal,Kolkata,Tier 3,Tier 1,Data Science,B.Tech,7.96,0,Yes,2,5,70,54,49,87,76.13,Data Scientist,Placed,0.8065,4.84
STU01448,24,Male,Karnataka,Bengaluru,Tier 1,Tier 3,Civil,B.Tech,7.94,0,No,3,0,88,87,91,99,88.29,Civil Engineer,Placed,0.778,5.34
STU01449,22,Male,Kerala,Kochi,Tier 3,Tier 1,CSE,B.Tech,7.38,0,Yes,4,4,68,68,72,53,91.41,Software Developer,Placed,0.7768,6.66
STU01450,21,Female,Andhra Pradesh,Visakhapatnam,Tier 1,Tier 1,Mechanical,B.Tech,7.68,0,No,1,3,64,72,51,54,99.9,Design Engineer,Not Placed,0.5447,0.0
STU01451,21,Female,Telangana,Hyderabad,Tier 2,Tier 2,AI & ML,B.E.,7.85,0,Yes,3,2,64,71,74,78,82.84,Machine Learning Engineer,Not Placed,0.7797,0.0
STU01452,21,Male,Tamil Nadu,Madurai,Tier 2,Tier 1,Data Science,B.Tech,7.92,1,Yes,1,0,73,100,80,69,79.44,Data Scientist,Placed,0.7171,5.75
STU01453,23,Female,Tamil Nadu,Chennai,Tier 2,Tier 3,CSE,B.Tech,8.72,0,Yes,3,0,74,87,68,54,87.2,Software Developer,Placed,0.8173,5.0
STU01454,24,Male,Uttar Pradesh,Noida,Tier 1,Tier 3,Civil,B.Tech,7.32,0,No,3,3,78,64,63,80,69.27,Civil Engineer,Placed,0.6252,4.65
STU01455,24,Male,Andhra Pradesh,Tirupati,Tier 2,Tier 3,CSE,B.Tech,5.86,1,No,3,1,66,76,69,60,83.31,Software Developer,Placed,0.3071,3.09
STU01456,20,Male,Maharashtra,Nagpur,Tier 3,Tier 2,Data Science,B.E.,7.47,0,No,2,3,66,75,46,86,77.32,Data Scientist,Not Placed,0.6808,0.0
STU01457,20,Female,Telangana,Karimnagar,Tier 1,Tier 3,CSE,B.E.,7.45,0,Yes,4,2,67,64,69,60,83.17,Software Developer,Placed,0.7067,6.06
STU01458,24,Male,Telangana,Hyderabad,Tier 3,Tier 3,AI & ML,B.E.,8.78,1,Yes,1,4,61,66,58,66,78.6,Machine Learning Engineer,Not Placed,0.673,0.0
STU01459,20,Female,Gujarat,Surat,Tier 3,Tier 3,ECE,B.Tech,7.67,0,Yes,1,1,84,59,49,75,82.59,Embedded Engineer,Not Placed,0.6178,0.0
STU01460,20,Male,Telangana,Hyderabad,Tier 2,Tier 2,Mechanical,B.Tech,7.94,1,Yes,1,1,58,64,61,63,79.55,Design Engineer,Placed,0.4671,5.78
STU01461,21,Male,Telangana,Hyderabad,Tier 3,Tier 3,CSE,B.E.,8.3,0,No,3,1,66,91,80,69,80.84,Software Developer,Placed,0.753,3.8
STU01462,20,Female,Karnataka,Bengaluru,Tier 2,Tier 2,Mechanical,B.Tech,6.77,0,Yes,4,2,69,61,82,61,65.29,Design Engineer,Placed,0.6188,5.14
STU01463,20,Male,Andhra Pradesh,Visakhapatnam,Tier 3,Tier 3,CSE,B.E.,7.88,0,Yes,1,1,86,90,92,87,75.65,Software Developer,Not Placed,0.8103,0.0
STU01464,24,Male,Tamil Nadu,Chennai,Tier 2,Tier 2,CSE,B.Tech,7.32,0,Yes,1,2,26,80,76,69,84.26,Software Developer,Placed,0.5659,3.59
STU01465,21,Male,West Bengal,Kolkata,Tier 1,Tier 2,Mechanical,B.Tech,8.69,1,Yes,2,4,61,90,87,91,78.07,Design Engineer,Placed,0.821,2.63
STU01466,22,Female,Karnataka,Mysuru,Tier 3,Tier 1,CSE,B.Tech,6.49,0,No,1,3,69,83,50,81,79.83,Software Developer,Placed,0.5921,4.08
STU01467,23,Female,Karnataka,Mangaluru,Tier 2,Tier 2,ISE,B.E.,7.77,0,Yes,2,2,56,79,78,70,71.68,Full Stack Developer,Not Placed,0.7314,0.0
STU01468,21,Male,Kerala,Kozhikode,Tier 3,Tier 2,Civil,B.Tech,6.51,0,Yes,4,3,91,33,56,57,90.43,Civil Engineer,Placed,0.5449,3.3
STU01469,24,Male,Tamil Nadu,Coimbatore,Tier 3,Tier 2,EEE,B.E.,8.42,0,No,4,1,65,78,67,39,97.32,Electrical Engineer,Placed,0.6612,5.14
STU01470,21,Male,West Bengal,Kolkata,Tier 1,Tier 2,CSE,B.Tech,6.62,0,No,3,4,57,74,66,63,77.81,Software Developer,Not Placed,0.5623,0.0
STU01471,20,Male,Delhi,New Delhi,Tier 2,Tier 3,CSE,B.Tech,7.93,0,Yes,2,2,61,92,35,40,81.75,Software Developer,Placed,0.7162,6.72
STU01472,21,Female,Kerala,Thiruvananthapuram,Tier 2,Tier 1,CSE,B.Tech,8.8,0,Yes,4,4,70,52,76,65,84.16,Software Developer,Placed,0.8538,2.57
STU01473,23,Male,Tamil Nadu,Madurai,Tier 2,Tier 2,CSE,B.E.,7.0,0,Yes,1,4,52,85,63,58,91.96,Software Developer,Placed,0.6429,4.19
STU01474,22,Male,Tamil Nadu,Madurai,Tier 2,Tier 1,ECE,B.Tech,6.44,0,Yes,3,2,82,84,93,74,78.62,Embedded Engineer,Placed,0.7311,4.97
STU01475,22,Other,Karnataka,Mangaluru,Tier 2,Tier 1,AI & ML,B.Tech,8.07,0,Yes,1,3,95,63,65,81,100.0,Machine Learning Engineer,Placed,0.8155,3.46
STU01476,24,Male,West Bengal,Kolkata,Tier 3,Tier 3,Data Science,B.Tech,8.87,1,Yes,5,1,78,67,50,85,75.24,Data Scientist,Not Placed,0.8364,0.0
STU01477,24,Female,Uttar Pradesh,Kanpur,Tier 1,Tier 1,ECE,B.Tech,7.68,2,No,0,4,100,59,75,84,83.15,Embedded Engineer,Not Placed,0.4394,0.0
STU01478,21,Male,Uttar Pradesh,Kanpur,Tier 1,Tier 2,AI & ML,B.Tech,7.36,0,Yes,2,3,52,86,68,82,74.46,Machine Learning Engineer,Placed,0.7572,4.91
STU01479,21,Male,Delhi,New Delhi,Tier 3,Tier 2,ECE,B.Tech,8.23,0,No,0,2,78,75,98,42,62.21,Embedded Engineer,Placed,0.5256,4.79
STU01480,21,Male,Karnataka,Mysuru,Tier 2,Tier 3,ECE,B.Tech,9.34,0,No,2,1,75,96,65,73,79.4,Embedded Engineer,Placed,0.8173,6.34
STU01481,21,Male,Maharashtra,Pune,Tier 3,Tier 3,Data Science,B.Tech,9.01,1,No,2,2,90,70,54,52,81.01,Data Scientist,Placed,0.6476,3.98
STU01482,24,Male,West Bengal,Kolkata,Tier 2,Tier 1,Data Science,B.E.,6.44,0,Yes,1,2,54,79,48,65,81.16,Data Scientist,Not Placed,0.5637,0.0
STU01483,23,Male,Uttar Pradesh,Noida,Tier 3,Tier 3,CSE,B.E.,7.11,0,Yes,4,1,66,54,68,55,81.2,Software Developer,Placed,0.5922,5.7
STU01484,23,Male,Telangana,Warangal,Tier 2,Tier 3,CSE,B.Tech,8.68,1,Yes,1,2,69,65,70,79,86.5,Software Developer,Not Placed,0.6706,0.0
STU01485,21,Male,Uttar Pradesh,Noida,Tier 1,Tier 3,Data Science,B.Tech,7.39,0,Yes,2,1,51,78,78,63,75.15,Data Scientist,Not Placed,0.6192,0.0
STU01486,21,Female,Maharashtra,Nagpur,Tier 1,Tier 3,CSE,B.Tech,6.26,0,Yes,3,3,58,44,77,69,81.7,Software Developer,Placed,0.4756,4.03
STU01487,24,Female,Delhi,New Delhi,Tier 2,Tier 1,ISE,B.Tech,7.43,0,Yes,1,2,72,67,72,55,70.67,Full Stack Developer,Placed,0.6414,5.39
STU01488,23,Male,Telangana,Karimnagar,Tier 1,Tier 2,CSE,B.Tech,8.11,0,Yes,0,0,64,100,100,63,78.97,Software Developer,Placed,0.7279,2.79
STU01489,20,Male,West Bengal,Durgapur,Tier 3,Tier 2,EEE,B.Tech,7.54,0,Yes,0,1,83,59,72,66,73.64,Electrical Engineer,Placed,0.5507,4.44
STU01490,22,Male,Kerala,Thiruvananthapuram,Tier 1,Tier 3,CSE,B.Tech,8.71,0,No,5,0,75,96,93,67,76.22,Software Developer,Not Placed,0.8499,0.0
STU01491,22,Female,Uttar Pradesh,Noida,Tier 1,Tier 2,AI & ML,B.Tech,7.51,0,Yes,2,3,61,95,95,63,85.94,Machine Learning Engineer,Not Placed,0.7772,0.0
STU01492,22,Male,Uttar Pradesh,Kanpur,Tier 3,Tier 3,Data Science,B.Tech,7.14,0,Yes,3,4,65,56,63,73,83.35,Data Scientist,Placed,0.6782,2.8
STU01493,23,Other,Telangana,Hyderabad,Tier 2,Tier 3,Mechanical,B.Tech,6.83,0,Yes,0,2,70,55,73,54,86.92,Design Engineer,Not Placed,0.3849,0.0
STU01494,20,Male,Kerala,Kochi,Tier 3,Tier 2,AI & ML,B.E.,9.47,0,No,3,2,61,94,40,54,59.91,Machine Learning Engineer,Placed,0.8365,6.6
STU01495,20,Male,Tamil Nadu,Madurai,Tier 2,Tier 2,Civil,B.Tech,7.77,1,Yes,2,0,64,58,76,59,79.05,Civil Engineer,Placed,0.4465,5.98
STU01496,21,Male,Delhi,Delhi,Tier 3,Tier 3,CSE,B.Tech,9.45,0,No,0,1,97,76,61,71,76.98,Software Developer,Placed,0.7716,4.92
STU01497,21,Female,Maharashtra,Mumbai,Tier 3,Tier 2,ISE,B.Tech,8.09,0,No,1,2,39,67,46,70,76.06,Full Stack Developer,Placed,0.5232,4.68
STU01498,22,Male,Maharashtra,Pune,Tier 3,Tier 2,ECE,B.E.,8.41,0,No,0,2,85,79,69,69,85.67,Embedded Engineer,Not Placed,0.6598,0.0
STU01499,22,Male,Andhra Pradesh,Visakhapatnam,Tier 2,Tier 2,EEE,B.Tech,7.38,0,No,2,3,83,74,61,67,100.0,Electrical Engineer,Placed,0.6283,5.58
STU01500,21,Male,Gujarat,Surat,Tier 1,Tier 2,AI & ML,B.Tech,8.15,0,No,1,1,61,67,88,62,83.89,Machine Learning Engineer,Placed,0.5477,3.6
STU01501,24,Female,Uttar Pradesh,Noida,Tier 2,Tier 2,CSE,B.E.,7.29,0,Yes,4,3,66,64,71,56,82.25,Software Developer,Placed,0.7159,4.3
STU01502,21,Male,West Bengal,Durgapur,Tier 2,Tier 3,CSE,B.Tech,7.41,0,Yes,2,0,78,90,54,63,90.88,Software Developer,Placed,0.7181,4.54
STU01503,21,Male,Tamil Nadu,Madurai,Tier 3,Tier 2,Civil,B.E.,6.98,0,No,3,2,59,52,82,65,100.0,Civil Engineer,Placed,0.4294,4.48
STU01504,20,Male,Uttar Pradesh,Noida,Tier 2,Tier 2,CSE,B.Tech,8.34,0,Yes,0,2,90,98,100,77,86.3,Software Developer,Not Placed,0.8498,0.0
STU01505,23,Female,Tamil Nadu,Madurai,Tier 2,Tier 3,Mechanical,B.E.,7.7,1,Yes,2,4,80,82,65,56,77.73,Design Engineer,Not Placed,0.6603,0.0
STU01506,22,Male,Telangana,Karimnagar,Tier 1,Tier 2,AI & ML,B.Tech,6.92,0,Yes,1,1,42,96,69,66,84.51,Machine Learning Engineer,Not Placed,0.6055,0.0
STU01507,23,Female,Delhi,New Delhi,Tier 2,Tier 2,EEE,B.Tech,7.43,0,No,2,4,80,60,76,80,89.7,Electrical Engineer,Not Placed,0.6259,0.0
STU01508,20,Female,West Bengal,Durgapur,Tier 1,Tier 1,EEE,B.Tech,7.33,0,No,3,0,60,34,28,59,77.42,Electrical Engineer,Not Placed,0.3559,0.0
STU01509,22,Female,Maharashtra,Mumbai,Tier 2,Tier 2,ECE,B.E.,7.52,0,Yes,4,0,47,48,70,65,80.85,Embedded Engineer,Placed,0.543,4.74
STU01510,21,Male,Uttar Pradesh,Kanpur,Tier 3,Tier 2,CSE,B.Tech,8.03,0,Yes,2,1,60,86,48,74,73.56,Software Developer,Placed,0.7756,6.66
STU01511,21,Female,West Bengal,Durgapur,Tier 3,Tier 1,CSE,B.Tech,6.78,1,No,2,1,56,46,51,44,90.21,Software Developer,Not Placed,0.2261,0.0
STU01512,24,Male,Uttar Pradesh,Noida,Tier 2,Tier 3,CSE,B.Tech,7.93,0,Yes,1,5,76,58,59,58,89.73,Software Developer,Not Placed,0.6962,0.0
STU01513,23,Male,Delhi,Delhi,Tier 2,Tier 2,Data Science,B.E.,8.22,1,Yes,3,0,66,81,48,43,78.58,Data Scientist,Not Placed,0.6375,0.0
STU01514,21,Female,Telangana,Hyderabad,Tier 1,Tier 2,Data Science,B.Tech,9.56,0,No,2,1,79,89,99,67,73.42,Data Scientist,Placed,0.8421,4.66
STU01515,23,Male,Maharashtra,Mumbai,Tier 2,Tier 1,EEE,B.Tech,9.6,0,No,1,1,98,100,65,62,73.57,Electrical Engineer,Placed,0.8642,7.7
STU01516,21,Male,Gujarat,Ahmedabad,Tier 1,Tier 2,AI & ML,B.Tech,6.6,0,No,1,2,54,46,78,67,87.89,Machine Learning Engineer,Not Placed,0.3081,0.0
STU01517,24,Male,Karnataka,Mangaluru,Tier 2,Tier 3,CSE,B.Tech,8.53,2,Yes,4,3,61,86,55,74,89.27,Software Developer,Placed,0.7416,5.95
STU01518,20,Male,Delhi,New Delhi,Tier 2,Tier 1,CSE,B.Tech,9.08,0,Yes,2,2,67,100,79,64,86.73,Software Developer,Placed,0.8956,3.02
STU01519,24,Male,Tamil Nadu,Coimbatore,Tier 2,Tier 1,ECE,B.Tech,7.29,0,Yes,1,2,78,37,76,49,81.95,Embedded Engineer,Placed,0.4579,3.26
STU01520,23,Male,Gujarat,Surat,Tier 1,Tier 2,ECE,B.Tech,6.49,2,No,0,4,63,50,50,69,74.23,Embedded Engineer,Placed,0.1565,2.5
STU01521,24,Male,West Bengal,Kolkata,Tier 1,Tier 1,Civil,B.Tech,7.11,0,No,3,3,64,58,61,68,100.0,Civil Engineer,Not Placed,0.5494,0.0
STU01522,22,Female,Andhra Pradesh,Tirupati,Tier 1,Tier 2,CSE,B.Tech,7.58,0,No,4,3,71,72,81,54,86.89,Software Developer,Placed,0.6869,5.72
STU01523,24,Female,Karnataka,Mangaluru,Tier 3,Tier 3,CSE,B.Tech,6.07,2,Yes,2,2,47,67,64,85,79.0,Software Developer,Placed,0.2912,5.0
STU01524,23,Female,Tamil Nadu,Chennai,Tier 3,Tier 3,Data Science,B.E.,7.91,0,No,2,2,51,59,35,58,75.71,Data Scientist,Placed,0.4918,4.32
STU01525,20,Male,Delhi,New Delhi,Tier 2,Tier 2,Data Science,B.Tech,9.56,0,No,1,2,79,99,84,75,90.6,Data Scientist,Not Placed,0.8668,0.0
STU01526,21,Male,Delhi,New Delhi,Tier 1,Tier 3,Civil,B.Tech,9.7,0,Yes,1,0,82,90,74,86,90.98,Civil Engineer,Placed,0.8764,4.09
STU01527,22,Male,Karnataka,Mysuru,Tier 2,Tier 1,AI & ML,B.Tech,9.03,0,Yes,0,2,78,93,76,62,90.49,Machine Learning Engineer,Placed,0.8517,3.91
STU01528,24,Female,Maharashtra,Nagpur,Tier 1,Tier 1,AI & ML,B.Tech,6.12,0,Yes,3,3,64,74,78,66,73.39,Machine Learning Engineer,Placed,0.6494,2.77
STU01529,24,Male,West Bengal,Kolkata,Tier 2,Tier 2,Data Science,B.E.,7.53,0,No,1,2,87,66,53,57,71.16,Data Scientist,Placed,0.5605,3.39
STU01530,20,Male,Maharashtra,Mumbai,Tier 2,Tier 1,ISE,B.Tech,7.83,0,Yes,1,0,66,72,71,45,69.52,Full Stack Developer,Placed,0.6139,5.74
